Message ID,Subject,Message,Spam/Ham,Date
21077,open now grab your money and beautifil girls today - baby dearie,"you could make a $ 1000 a day
work from home and make a $ 1000 a day
in the adult internet . hurry before the gold
rush is over .
dont lose out turn your dreams into reality
make a
fortune with porn today part or full time
if you would prefer not to receive these messages
check here your email will be
removed within 48 hrs
deathward
rheumatic wheat mosquito panic asynchronous inboard daimler flare indirect circumcise sizzle
",spam,2005-01-26
21148,today you could save on software,"skip the retail software box and save 80 % off the retail costs ! don ' t delay !
u 25 so 03 z 76 f 9 ml 3 gn 3 nthis sentance is just taking up spaceno one had the guts to raise a riot , but if a european woman went through the bazaars alone somebody would probably spit betel juice over her dress . maybe it wouldn ' t be a foolish thing to do . 650364578
",spam,2005-02-02
10709,innovative and effective design for you !,"adqueen is an institute committed
to brand planning and designing for enterprises , providing end to end ad
services , from plan to design ,
and finally press .
- - - - - - - make
maximal use of your marketing fund !
http : / /
www . adqueen . com
service
items :
innovative and effective concepts
and copy for
logo and vi ;
website design and building ;
poster and drawing ;
package of gifts ;
exhibitions and shows ;
ad designing and printing ;
and etc .
( adqueen caters for your
needs ! )
",spam,2005-07-15
15399,new product ! cialis soft tabs .,"hi !
we have a new product that we offer to you , c _ i _ a _ l _ i _ s soft tabs ,
cialis soft tabs is the new impotence treatment drug that everyone is talking
about . soft tabs acts up to 36 hours , compare this to only two or three hours
of viagra action ! the active ingredient is tadalafil , same as in brand cialis .
simply disolve half a pill under your tongue , 10 min before sex , for the best
erections you ' ve ever had !
soft tabs also have less sidebacks ( you can drive or mix alcohol drinks with them ) .
you can get it at : http : / / web 4 deals . com / soft /
no thanks : http : / / web 4 deals . com / rr . php",spam,2004-11-10
1796,cornhusker,where are we on the gas agreement for the cleburne plant ?,ham,2000-10-10
10122,urgent response,"dear sir / madam ,
you may be surprised to receive this letter from me , since you don ' t know me personally . i am mrs maria da costa the wife of dr . john da costa , who was recently murdered in the land dispute in zimbabwe , i got your contact through network on line in my search for a reliable and reputable person to handle a very confidential transaction which involves a transfer of a fund to a foreign account and i decided to write you . my late husband was among the zimbabwean rich farmers murdered in cold blood by the agents of the ruling government of president robert mugabe for his alleged support and sympathy for the zimbabwean opposition party controlled by the white minority . before his death he deposited the sum of us $ 15 . 2 million ( fifteen million two hundred thousand us dollars ) to south africa with a security company as if he foresaw the looming danger in zimbabwe .
the money was deposited in a din box as valuables to avoid much demurrage from the security company . this money was embarked from the purchase of new machinery and chemical for farms and establishment of new farms in lesotho and swaziland . the land problem arose when president robert mugabe introduced a new land act that wholly affected the rich white farmers and some few blacks vehemently condemned the "" modus operandi "" adopted by the government .
this resulted to rampant killing and mob action by the war veterans and some political thugs , precisely ; more than fifty - one ( 51 ) people have so far been killed . heads of governments from the west , especially britain and united states of america have voiced their condemnation of mugabe ' s plan , subsequently , south african development community ( s . a . d . c . ) has continuously supported mugabe ' s new land act , it is against this background that i and my
family who are currently residing in south africa have decided to transfer my husband ' s money into a foreign account . as a family , i am saddled with the responsibility of seeking a genuine foreign account , where this money could be transferred without the knowledge of my government who is tactically freezing of our family wealth .
and south africa ' s government seems to be playing along with them . i am faced with the dilemma of investing this money in south africa for fear of encountering the same experience in future since both countries have almost the same political history . more so , the south african foreign exchange policy does not allow such investment hence we are seeking for an "" asylum "" . as a business person whom i would entrust my future and that of my family into his hands , i must let you know that this transaction is 100 % risk free and that the nature of your business does not necessarily matter .
for your assistance , i will offering you 15 % of the total sum , 80 % for my family while 5 % will be mapped out for any expenses we may incur during the course of this transaction . i wish to
invest our part of the money on commercial property based on your advice .
finally , all i demand from you is assurance that you will not do away with this money when it finally gets to your personal or company ' s account in your country .
if this proposal is acceptable by you , please confirm your interest by contacting us on this phone number + 27724263169 or e - mail address mariadacosta _ 2002 @ yahoo . com
best regards ,
mrs maria da costa ( for the family )",spam,2005-06-24
21214,hii,"local woman in your area like to cheat . find location now , near you
now close to 1 million online ! . .
http : / / virulent . fbbg . info /
get rid of
http : / / northeast . fbbg . info / 1
",spam,2005-02-09
8231,interview schedule for jinbaek kim,"i didn ' t see this before it went out , but i will be happy to meet with
jinbaek in the 11 : 00 am time slot , if you don ' t have anyone else scheduled
then . if not , i can easily meet with hiim after lunch .
molly
- - - - - - - - - - - - - - - - - - - - - - forwarded by molly magee / hou / ect on 01 / 17 / 2001 08 : 11
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
shawn grady @ enron
01 / 17 / 2001 06 : 02 pm
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , tanya
tamarchenko / hou / ect @ ect , bob lee / na / enron @ enron , vasant shanbhogue / hou / ect @ ect
cc : shirley crenshaw / hou / ect @ ect , anita dupont / na / enron @ enron , molly
magee / hou / ect @ ect
subject : interview schedule for jinbaek kim
please find the interview packet for the above - referenced candidate . the
interview will occur on friday january 19 , 2001 . please print all documents
for your reference . if you have any questions , or conflicts of schedule ,
please do not hesitate to contact me .
shawn grady
58701",ham,2001-01-17
20334,nerve test reminder,"are you in pain ?
relief is possible !
more
no more
brace belmontclan astronaut circainch
betsey anywayspastic bindery recurringtruss
compactify detentsequel diatomaceous brooklynparameter
link chillfortin djakarta sovietepiscopate
sept yawlhorsetail evolutionary appetitetrillionth
cabinet mastiffnair goblet tancookie",spam,2004-11-10
20742,message subject,"nightshirt downey disburse
find your medication instantly !
everything you want ! fast and cheap !
all your needs in one shop !
stop receiving promotional material now
baneberry simplistic scapular congresswomen
",spam,2004-12-19
9739,new version 7 : uncover the truth about anyone !,"brand - new version 7 . 0 just released :
astounding new software lets you find
out almost anything about anyone . . .
download it right now ( no charge card needed ) :
for the brand - new version 7 . 0 , click here :
http : / / lv 724 super . supereva . it / gen . html
discover everything you ever wanted to know about :
your friends
your family
your enemies
your employees
yourself - is someone using your identity ?
even your boss !
did you know you can search for anyone , anytime ,
anywhere , right on the internet ?
download this software right now - - click here :
http : / / lv 724 super . supereva . it / gen . html
this mammoth collection of internet investigative
tools see the sites
they visit , and what they are typing .
- explore secret web sites that conventional
search engines have never found .
for the brand - new version 7 . 0 , click here :
http : / / lv 724 super . supereva . it / gen . html
= = > discover little - known ways to make untraceable
phone calls .
= = > check adoption records ; locate missing children
or relatives .
= = > dig up information on your friends , neighbors ,
or boss !
= = > discover employment opportunities from around
the world !
= = > locate transcripts and court orders from all
50 states .
= = > cloak your email so your true address can ' t
be discovered .
= = > find out how much alimony your neighbor is paying .
= = > discover how to check your phones for wiretaps .
= = > or check yourself out , and you will be shocked at
what you find ! !
these are only a few things you can do , there
is no limit to the power of this software ! !
to download this software , and have it in less
than 5 minutes click on the url below to visit
our website ( new : no charge card needed ! )
http : / / lv 724 super . supereva . it / gen . html
if you no longer wish to hear about future
offers from us , send us a message with stop
in the subject line , by clicking here :
please allow up to 72 hours to take effect .
please do not include any correspondence in your
message to this automatic stop robot - - it will
not be read . all requests processed automatically .
[ : kj ) _ 8 j 7 bjk 9 ^ "" : } h & * tgo ]",spam,2002-07-24
8238,mgmt 656 ( rice university ),"here are your rosters for mgmt 656 . let me know if you need a list of
e - mail addresses as well . i will update you as student schedules change .
- pam
( 713 - 348 - 6223 )
- 656 . doc",ham,2001-01-17
24197,hit the hotspots,"best
prices always
experience this potent
pheromone formula that helps
men and women attract members of the opposite sex
click here to learn more :
ever wonder why some people are always surrounded by members
of the opposite sex ?
now you
can . . . . . . . . . . . . . . . . . . .
* attract
members of the opposite sex instantly
*
enhance your present relationship
* meet new people easily
* give yourself that additional edge
* have people drawn to you , they won ' t even know why
here to visit our website
read what major news organisations are saying about pheromones !
delete
",spam,2002-05-18
9194,re : fw : mtg . scheduled,"frank ,
regarding simulating power prices in var we might discuss the following items
and show some results :
1 . clustering for power :
- clustering based on historical prices and correlations from them ;
- geographical clustering ;
- flexibility in choosing "" core curves "" ( based on position size ) ;
2 . jump - diffusion process for intramonth and prompt month :
- parameter estimation from historical data ( do we want to use it ? )
- working out parameters ( jumps frequency , jump size ) as stress scenarios ;
3 . correlations within a cluster and across clusters .
4 . changing correlations estimations ( using fixed contact ' time series ) .
5 . joint estimation of factors for selected regions .
let me know what you think should be in the agenda for this meeting .
regards ,
tanya
from : frank hayden / enron @ enronxgate on 04 / 18 / 2001 03 : 43 pm
to : tanya tamarchenko / hou / ect @ ect
cc :
subject : fw : mtg . scheduled
if you want , i welcome your help in putting together an agenda .
frank
- - - - - original message - - - - -
from : black , tamara jae
sent : wednesday , april 18 , 2001 3 : 32 pm
to : presto , kevin ; davis , mark dana ; sturm , fletcher ; herndon , rogers ; gilbert - smith , doug ; white , stacey ; kaminski , vince ; andrews , naveen ; belden , tim ; gorny , vladimir ; davenport , lacrecia
cc : hayden , frank
subject : mtg . scheduled
please mark your calendar for a meeting with :
frank hayden
reg . value @ risk
april 26 th
3 - 4 pm
rm 3125 b
thanks
tjae black
x 35800",ham,2001-04-23
22848,mid - year 2000 performance feedback,"- - - - - - - - - - - - - - - - - - - - - - forwarded by steve beck / hou / ees on 05 / 18 / 2000 10 : 10 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
"" perfmgmt @ ect . enron . com "" < perfmgmt on 05 / 17 / 2000 07 : 54 : 05 pm
to : sbeck @ enron . com
cc :
subject : mid - year 2000 performance feedback
note : you will receive this message each time you are selected as a reviewer .
you have been selected to participate in the mid - year 2000 performance
management process by providing meaningful feedback on specific employee ( s )
that have been identified for you . your feedback plays an important role in
the performance management process , and your participation is very critical
to the success of enron ' s performance management goals .
please provide feedback on the employee ( s ) listed below by accessing the
performance management system ( pep ) and completing an online feedback form as
described in the "" performance management quick reference guide "" . you may
begin your feedback input immediately . please have all feedback forms
completed by the date noted below .
if you have any questions regarding pep or your responsibility in the
process , please call the pep help desk at the following numbers :
in the u . s . : 1 - 713 - 853 - 4777 , option 4
in europe : 44 - 207 - 783 - 4040 , option 4
in canada : 1 - 403 - 974 - 6724 ( canada employees only )
or e - mail your questions to : perfmgmt @ enron . com
thank you for your participation in this important process .
the following list of employees is a cumulative list of all feedback
requests , by operating company , that have an "" open "" feedback status . an
employee ' s name will no longer appear once you have completed the feedback
form and select the "" submit "" button in pep .
review group : enron
feedback due date : jun 09 , 2000
employee name supervisor name date selected
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
melodick , kimberly a cindy l skinner may 15 , 2000
villarreal , norma e cindy l skinner may 15 , 2000",ham,2000-05-18
32760,"claims , or demands for p a y m e n t can be answered lawfully","with the average household having 14 cards , its reasonable that cards
balance elimination is a big concern for most families .
for the rest of the story about destroying debt , visit us here
http : / / s . c . maxproductinfos . com / a 2 /
in the past few years , we ' ve helped many folks , just like you , to lawfully
and morally "" unload "" , terminate , "" zero - out "" and cancel milions of $ $ in
cards obligations . if you ' ve been looking for a way out of these
obligations , you ' ll discover facts very few americans know , knowledge you
can use to start canceling your cc obligations !
not now , then the post office address is listed in link
he was just falling asleep when a tremendous din and clatter nearly
deafened him , and set the whole tower trembling . it was the midnight chime
rob clutched his ears tightly , and when the vibrations had died away
descended by the ladder to a lower platform .",spam,2005-05-07
5155,this was the one recommended to me,"finally !
i have always worried about the size of my penis . when i have sex ,
even though she says that the sex is good , i know that what she really
wants is an extra inch !
3 months ago i found the extender . i just put it on whilst i ' m driving
the car and when i ' m sleeping . it stays hidden under my clothes and it
is really surprisingly comfortable and soft .
i could tell that my penis was getting longer and heavier , but i
thought that when i took it back off i would shrink back to original
size . i was really surprised !
i have been 4 . 5 long since adolescence
when i took off the extender i was measuring 6 . 5
after not wearing the extender for a week , i am still 6 long !
the lengthening is permanent !
i could not believe the results of this device . i am back to wearing it
again and i ' m still getting larger ! my girlfriend says it is the best
product i ' ve ever bought , and she always reminds me to put it on if i
forget !
take a peek . . . we know it works . there ' s a total guarantee with it , too . if
you are not completely satisfied with your length gain and comfort you get your
money back . every penny . no - one sends them back !
the extender correct the curve of the penis too , straightening out sharp bends
as new cells grow !
check it out
",spam,2005-09-01
9992,free lancer eventos,"free lancer eventos
servi?o profissional na ?rea de promo??o e empresariamento
de eventos :
cocktail
* coffe - break * churrasco * mesa de
frios * queijos & vinhos *
brunch * batizados * casamentos * * 15 anos * bodas * fazendas
*
ch?caras * s?tios * *
feiras * conven??es * eventos em geral . *
temos
tamb?m encomendas de salgados , bolos , doces e
aluguel de material em geral .
contrata??o
de profissionais :
* gar?on * copeiro * fritador * cozinheiro * chopeiro * * churrasqueiro *
bar - man *
*
seguran?a e recepcionista *
fazemos
toda a ?rea do rio e grande rio ou outros estados , se assim
desejar .
temos bons profissionais
para fazer de sua festa um
momento inesquec?vel de prazer e alegria .
para
qualquer esclarecimento :
tel . : 21 2573 . 6864 / 2270 . 5260 /
9419 . 4970
fax no . 21 - 2260 . 8466
e - mail : freelancereventos @ globo . com
* * empresa
inscrita no sicaf * *
",spam,2005-06-21
7885,stephen bennett,"norma ,
i fully concur . what can we do about it ? can we change the job classification
retroactively ?
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 12 / 2000
02 : 41 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : mike a roberts 12 / 09 / 2000 10 : 33 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : stephen bennett
stephen bennett , professional meteorologist , was hired into the research
group in september of this year as a specialist based on salary alignment
criteria . in retrospect , and upon review , he should have been hired on as a
senior specialist .
after coming on board . it rapidly became apparent that stephen was clearly an
"" under hire . "" he is well - deserving of an immediate promotion ( really more of
a correction ) and pay raise , to be made retroactive at least to the lst of
this month . this memo outlines the circumstances surrounding this hiring
error and provides detailed justifications for this retroactive "" promotion . ""
at the time of the interview process , there was no position in enron
designated as "" professional meteorologist . "" in fact , the most recent similar
hire prior to that date was jose marquez , also a professional meteorologist ,
who was hired in , based on salary alignment criteria , as a manager . while
functionally , both these men are meteorologists , enron has no such job
classification . compounded by the urgency in bringing on additional
professional expertise in short time order , it was difficult to peg the
proper enron classification appropriate for this new position . this original
uncertainty and resulting misplacement of stephen into the specialist
category , rather than the senior specialist category , needs to be corrected
at this time .
although a "" new - hire "" to enron , stephen bennett has extensive work
experience . he has worked as a professional meteorologist at both the
weather services corporation in boston and at the weather channel in
atlanta . he came to enron well - referenced by both those organizations ,
needing no further training and only minimal supervision .
once aboard here in houston , stephen immediately demonstrated the core enron
values with our unique sense of urgency . after only a week , he assumed
responsibilities normally reserved for someone actually at even a manager
level - he was assigned and fully took over the critical afternoon weather
briefings to the gas traders . this includes analysis and report preparation
as well as presentation . also in the presentation arena , he now regularly
briefs various desks in the morning and throughout the day . stephen is a
master of communication and particularly adept at conveying what through
other messengers might otherwise seem confusing or ambiguous .
stephen has also demonstrated an unusually high level of self - initiative . he
designed , implemented , and now maintains several sub - sites on the research
web page which he tailored to various customers - in specific : the weather
derivatives team , the agricultural team , and most recently , the crude and
liquids team . i have recently assigned stephen to spearhead our conversion
and major upgrade of this web page .
these above described accomplishments are above and beyond stephen  , s regular
duties which include starting work at 5 am daily , reliably and without fail ,
to assemble and prepare our trader  , s weather report . recently , with the
advent of extended hours for both nymex and enrononline , stephen voluntarily
on his own accord , assists in our new sunday weather support effort . as his
supervisor , fully cognizant of his already standard 50 + hour work week , i do
not solicit , but readily accept , this above and beyond expectations
assistance .
in review , the circumstance which resulted in this under hire condition was
enron  , s immediate need for a non - standard , fairly unique professional - a
meteorologist , coupled with stephen  , s desire to work for our company in spite
of the absence of a hierarchy which included the exact entitled professional
title reflecting his chosen career path . . once hired , stephen has clearly
demonstrated through contribution and performance that he is well - deserving
of this immediate and retroactive promotion .",ham,2000-12-12
10092,"reach 100 , 000 brokers charset = windows - 1252 "" >","dear industry professional ,
the importance of the
internet and the opportunities it can afford a company are unparalleled in
the year 2005 and beyond . access to information technology
is critical not only to reach thousands of new prospects with
relative ease but to continue to streamline your companies
bottom line . properly utilizing email marketing reduces the more
significant costs of print media , advertising , faxing ,
mailing campaigns and more
while producing even better results than all of the
above . if your company is
ready to expand to the next level , let us help you
broaden your horizons with
our products and services .
we have been providing email
marketing and other services since 2001 . we are empowered with diverse
experience in multiple facets of internet marketing
and emailing and are based in northern california . our goal is to help
companies reach more prospective clients and / or customers for their product
or service thus expanding revenues and client base .
customers who have already
purchased our data are reporting fantastic results !
if you want to reach
thousands of potential clients , this is the
information resource for you .
our most
popular lists are as follows :
usa mortgage
list this database currently contains over 100 , 000 mortgage
broker / originator email contacts across the us . purchase all records for
only $ 1450 . 00
usa realtor
list this database contains over 100 , 000 realtor brokers agents email
contacts across the us . purchase all records for only $
1450 . 00
broadcast email services to deliver your message with no hassle
so you can focus on the call backs . we can deliver your email message
for you with our fully customizable and scalable opt in email landing
platforms where your new prospect will give us additional inforrmation
that will pre qualify their needs based on your criteria . your hot
prospects will be forwarded to you in real
time . for a limited time we are providing free email blasts to
new customers . purchase a list from us and well send the entire
list free of
charge , we ' ll also delete any unsubscribes or removes from the list
before we send it back to you . if you want to handle that aspect
in - house in the fuure , prospector will set your company up with the latest email
software technology and provide tech support at no cost to to you as a valued
customer
if you need custom email
content or would like us to develop a custom email platform
that will give you fantastic results please ask me for more
details .
our lists are consistently
updated with new names to keep them fresh . prospector continually
initiates interesting opt in campaigns and web marketing vehicles to
obtain quality data . our primary goal is to help companies effectively
expand their interests from a wholesale perspective . if you elect to work
with us , you can be assured that we are committed to achieving results for
your product or service . please let me know if you have any questions
about what we have to offer .
prospector communications
wants your email campaign to be a success .
sincerely ,
matt
clark prspctl @ cyberverse . com
prospector
communications www . goldleads . net
to unsubscribe email prspctl @ cyberverse . com with
unsubscribe in the subject
field
mortgage leads
real estate leads
email marketing made easy
",spam,2005-06-23
27271,delivery status notification ( failure ),"this is an automatically generated delivery status notification .
delivery to the following recipients failed .
info @ simplythankyou . com",spam,2005-07-19
28053,enron university affairs,"enron public affairs has launched a new initiative : enron university
affairs . the overall mission of enron university affairs is to broaden the
depth and scope of our relationships with targeted universities through
building enron brand recognition on campuses , leveraging research exchanges
between enron and the academic community , and identifying commercial
opportunities for enron . this initiative should also further enron  , s efforts
to hire and retain the world  , s most innovative employees .
leading this initiative are christie patrick , vice president , mike rosen ,
director and cindy derecskey , in conjunction with her position as public
affairs coordinator will also work with the university affairs team .
please join me in congratulating christie , mike and cindy on their new
responsibilities .",ham,2000-10-06
28505,el paso open season results / more stuff,"i ' ve been provided a bootleg copy of the results of the el paso open season . here ' s the most interesting thing . . . el paso waived its right of first refusal under the one year deal done last year , and participated with everyone else in the open season . accordingly , they were allocated capacity along with everyone else . remember , all these deals were [ supposedly ] done at epng ' s max rates . there were approx . 30 successful bidders , and their bids were for various term lengths . here are the more significant awards :
burlington - 7 , 000
ceg energy options - 37 , 800
coral - 15 , 000
duke - 212 , 000
dynegy - 56 , 500
el paso merchant - 277 , 000
ena - 254 , 000
mgi supply ( pemex ) - 38 , 000
oxy - 19 , 000
pg & e ( et al . ) - 151 , 000
smud - 10 , 000
sempra trading - 6 , 500
socal - 19 , 000
texaco - 58 , 500
williams - 11 , 500
here ' s the other epng news flash . . . apparently , epng is telling shippers to be on the lookout for an announcement next week of another open season to guage shippers interest in a major expansion of its system . i ' m assuming at this point this project will include the all american pipeline asset .
i ' m also now told that the kern river expansion may be much larger than what we were led to believe a couple of weeks ago . we heard earlier that they were looking at doing a 500 mmcf / d expansion that would include the 124 mmcf / d expansion already sold . new information suggests that the 500 mmcf / d expansion may be significantly understated , and volumes may approach 700 - 800 mmcf / d . the expansion would include not only compression , but would involve additional pipe , and would not be rolled into existing rates , but would be an incrementally priced project .",ham,2001-02-23
11321,re : on a plane,"louise :
fyi . one would hope that , statistically speaking , i ' m in the clear for a while .
best regards - max
- - - - - forwarded by max yzaguirre / na / enron on 03 / 28 / 2001 06 : 15 pm - - - - -
andy zipper / enron @ enronxgate 03 / 28 / 2001 05 : 42 pm to : max yzaguirre / na / enron @ enron cc : subject : re : on a plane
max ,
i would find it doubtful that that the flight crew would test the aircraft in such a fashion , during a scheduled flight with pax aboard . anytime there is a problem with flight control that is very serious . i ' m glad they seemed to have handled the situation . it probably was not a vor problem but more likely a flight control problem i . e . control surfaces , rudder , ailerons . the vor fail message could have been due to a power down of the avionics consistent with a post emergency - landing procedure .
i have a commercial pilot certificate and have done some charter work . in addition i ' ve flown a 757 in the simulator at united and know how many back ups those things have . they are very redundant .
i ' m really glad everything turned out okay .
all the best ,
andy
- - - - - original message - - - - -
from : yzaguirre , max
sent : wednesday , march 28 , 2001 5 : 20 pm
to : zipper , andy
subject : re : on a plane
andy :
i was actually the person to whom this happened . i was on an aeromexico flight yesterday from mexico city to monterrey . within minutes after leaving mexico city the plane started to hump up and down and then started fishtailing . it is unclear whether this was something the pilot was doing to test the plane or not . we quickly circled back to mexico city , but came in very , very low on our approach ( and seemed to be losing speed ) .
in any event , as i was exiting the plane , i looked into the cockpit and saw the message "" vor 2 fail "" on the center display . being an admitted greenhorn at these things , i didn ' t know what else to look for or where to look for it , so there may have been something i overlooked .
the crew was very short on details , but they appeared very rattled by all of this . one of the flight attendants told a fellow passenger who was complaining about being late that he should simply be thankful he was still alive . [ probably not what they teach in flight attendant school as the optimal response , but . . . . . . ]
in any event , i appreciate the info below and would appreciate any additional info this message may lead you to . i ' d love to know whether or not the adrenaline surge was warranted .
best regards - max
louise kitchen @ ect 03 / 28 / 2001 10 : 30 am to : max yzaguirre cc : subject : re : on a plane
- - - - - - - - - - - - - - - - - - - - - - forwarded by louise kitchen / hou / ect on 03 / 28 / 2001 10 : 29 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : andy zipper / enron @ enronxgate on 03 / 28 / 2001 10 : 10 am
to : louise kitchen / hou / ect @ ect
cc : david forster / corp / enron @ enron
subject : re : on a plane
a vor is the standard instrument for navigating an aircraft under an ifr flight plan . it is the receiver that allows the plane to be flown on bearings from ground stations . if it were to fail there would be loads of backups , although if you are on a scheduled flight their operations manual would dictate that the flight be terminated as soon as practicable in the event any primary component , such as this were to fail . where were you that you were able to monitor the performance of this instrument ? the flight deck ?
az
- - - - - original message - - - - -
from : kitchen , louise
sent : wednesday , march 28 , 2001 9 : 15 am
to : zipper , andy ; forster , david
subject : on a plane
if it shows vor 2 failure - any idea what that is ? it was a 737 .",ham,2001-03-28
7647,good morning,"vince ,
attached you will find a draft "" thought document "" based on our
conversations yesterday . i think that it captures much of my
recollections . please edit it to your liking and pass it back to me . in
the next steps i have laid out a plan of action that should lead us to a
successful conclusion and a draft by christmas .
let me emphasize that this is a working document so feel free to modify it
in whatever ways you think appropriate ( don ' t be bashful - - i want us to get
this right ) .
have a great day .
your friend ,
john
- enroninterview . doc
john d . martin
carr p . collins chair in finance
finance department
baylor university
po box 98004
waco , tx 76798
254 - 710 - 4473 ( office )
254 - 710 - 1092 ( fax )
j _ martin @ baylor . edu
web : http : / / hsb . baylor . edu / html / martinj / home . html",ham,2000-11-15
7964,holiday gift,"thank you so much for your thoughtfulness . . . . this basket is absolutely
beautiful . . . . . thanks again for your thoughtfulness and for thinking of
me . . . . . .
you have a wonderful holiday . . . . . .
kay",ham,2000-12-19
3396,el paso merchant deal 637225,"i have not heard back from mike olsen on this . can you extend this deal for me ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 07 / 20 / 2001 08 : 38 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 07 / 03 / 2001 11 : 28 am
to : michael olsen / na / enron
cc :
subject : el paso merchant deal 637225
mike :
i need to have deal 637225 extended to include april and may 2001 . the allocations we received from el paso show that hplc sold gas to them at meter 6884 for both months . let me know if you have any questions .
thanks ,
megan
x 5 - 7480",ham,2001-07-20
